,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link,Scientist,founded
5855,White-tailed Shrike-tyrant,Agriornis albicauda,passeriformes,tyrannidae,agriornis,"Sclater, 1860",3.7 years,"4,300 metres",Decreasing,"Shrubland, Grassland, Artificial/Terrestrial",Vulnerable,"White-tailed Shrike-tyrant, White-tailed Shrike-Tyrant",https://www.iucnredlist.org/species/22700081/191925726,Sclater,1860
5856,Great Shrike-tyrant,Agriornis lividus,passeriformes,tyrannidae,agriornis,"(Kittlitz, 1835)",3.6 years,"1,800 metres",Stable,"Shrubland, Artificial/Terrestrial",Least Concern,"Great Shrike-tyrant, Great Shrike-Tyrant",https://www.iucnredlist.org/species/22700095/93761030,Kittlitz,1835
5857,Grey-bellied Shrike-tyrant,Agriornis micropterus,passeriformes,tyrannidae,agriornis,"Gould, 1839",3.6 years,"5,000 metres",Stable,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,"Grey-bellied Shrike-tyrant, Gray-bellied Shrike-Tyrant, Grey-bellied Shrike-Tyrant",https://www.iucnredlist.org/species/22700104/110736264,Gould,1839
5858,Lesser Shrike-tyrant,Agriornis murinus,passeriformes,tyrannidae,agriornis,"(D'Orbigny & Lafresnaye, 1837)",3.6 years,"2,500 metres",Stable,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,"Lesser Shrike-tyrant, Lesser Shrike-Tyrant",https://www.iucnredlist.org/species/22700114/110736785,D'Orbigny & Lafresnaye,1837
5859,Chocolate-vented Tyrant,Neoxolmis rufiventris,passeriformes,tyrannidae,neoxolmis,"(Vieillot, 1823)",3.6 years,"1,200 metres",Unknown,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Chocolate-vented Tyrant,https://www.iucnredlist.org/species/22700069/93760286,Vieillot,1823
5860,Streak-throated Bush-tyrant,Myiotheretes striaticollis,passeriformes,tyrannidae,myiotheretes,"(Sclater, 1853)",3.6 years,"3,700 metres",Stable,"Forest, Shrubland, Grassland, Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial",Least Concern,"Streak-throated Bush-tyrant, Streak-throated Bush Tyrant, Streak-throated Bush-Tyrant",https://www.iucnredlist.org/species/22699987/93757674,Sclater,1853
5861,Santa Marta Bush-tyrant,Myiotheretes pernix,passeriformes,tyrannidae,myiotheretes,"(Bangs, 1899)",3.6 years,"2,900 metres",Decreasing,"Forest, Shrubland",Endangered,"Santa Marta Bush-tyrant, Santa Marta Bush Tyrant, Santa Marta Bush-Tyrant",https://www.iucnredlist.org/species/22699992/132069586,Bangs,1899
5862,Smoky Bush-tyrant,Myiotheretes fumigatus,passeriformes,tyrannidae,myiotheretes,"(Boissonneau, 1840)",3.6 years,"3,000 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Smoky Bush-tyrant, Smoky Bush Tyrant, Smoky Bush-Tyrant",https://www.iucnredlist.org/species/22699997/93758197,Boissonneau,1840
5863,Rufous-bellied Bush-tyrant,Myiotheretes fuscorufus,passeriformes,tyrannidae,myiotheretes,"(Sclater & Salvin, 1876)",3.6 years,"3,550 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,"Rufous-bellied Bush-tyrant, Rufous-bellied Bush Tyrant, Rufous-bellied Bush-Tyrant",https://www.iucnredlist.org/species/22700002/93758374,Sclater & Salvin,1876
5864,Drab Water-tyrant,Ochthornis littoralis,passeriformes,tyrannidae,ochthornis,"(Pelzeln, 1868)",3.6 years,600 metres,Stable,Wetlands (inland),Least Concern,"Drab Water-tyrant, Drab Water Tyrant",https://www.iucnredlist.org/species/22699970/93757309,Pelzeln,1868
5865,Fuscous Flycatcher,Cnemotriccus fuscatus,passeriformes,tyrannidae,cnemotriccus,"(Wied, 1831)",3.6 years,"1,100 metres",Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Fuscous Flycatcher,https://www.iucnredlist.org/species/22699748/118651319,Wied,1831
5866,Tawny-chested Flycatcher,Aphanotriccus capitalis,passeriformes,tyrannidae,aphanotriccus,"(Salvin, 1865)",2.32 years,"1,100 metres",Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Vulnerable,Tawny-chested Flycatcher,https://www.iucnredlist.org/species/22699767/179513007,Salvin,1865
5867,Black-billed Flycatcher,Aphanotriccus audax,passeriformes,tyrannidae,aphanotriccus,"(Nelson, 1912)",3.6 years,600 metres,Decreasing,"Forest, Wetlands (inland)",Near Threatened,Black-billed Flycatcher,https://www.iucnredlist.org/species/22699770/93746672,Nelson,1912
5868,Euler's Flycatcher,Lathrotriccus euleri,passeriformes,tyrannidae,lathrotriccus,"(Cabanis, 1868)",3.6 years,"1,500 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Euler's Flycatcher,https://www.iucnredlist.org/species/22699751/93745766,Cabanis,1868
5869,Grey-breasted Flycatcher,Lathrotriccus griseipectus,passeriformes,tyrannidae,lathrotriccus,"(Lawrence, 1870)",3.6 years,"1,750 metres",Decreasing,Forest,Vulnerable,"Grey-breasted Flycatcher, Gray-breasted Flycatcher",https://www.iucnredlist.org/species/22699757/93746065,Lawrence,1870
5870,Tufted Flycatcher,Mitrephanes phaeocercus,passeriformes,tyrannidae,mitrephanes,"(Sclater, 1859)",2.43 years,"3,600 metres",Decreasing,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Tufted Flycatcher, Northern Tufted Flycatcher",https://www.iucnredlist.org/species/22699779/138046990,Sclater,1859
5871,Olive Flycatcher,Mitrephanes olivaceus,passeriformes,tyrannidae,mitrephanes,"Berlepsch & Stolzmann, 1894",3.6 years,"2,000 metres",Stable,Forest,Least Concern,"Olive Flycatcher, Olive Tufted Flycatcher",https://www.iucnredlist.org/species/22699783/93747667,Berlepsch & Stolzmann,1894
5872,Black Phoebe,Sayornis nigricans,passeriformes,tyrannidae,sayornis,"(Swainson, 1827)",2.1 years,"3,000 metres",Increasing,"Shrubland, Wetlands (inland), Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial, Artificial/Aquatic & Marine",Least Concern,Black Phoebe,https://www.iucnredlist.org/species/22699892/137981772,Swainson,1827
5873,Eastern Phoebe,Sayornis phoebe,passeriformes,tyrannidae,sayornis,"(Latham, 1790)",2.62 years,"2,500 metres",Increasing,"Forest, Shrubland",Least Concern,Eastern Phoebe,https://www.iucnredlist.org/species/22699886/137980753,Latham,1790
5874,Say's Phoebe,Sayornis saya,passeriformes,tyrannidae,sayornis,"(Bonaparte, 1825)",2.5 years,"2,850 metres",Increasing,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Say's Phoebe,https://www.iucnredlist.org/species/22699889/187298299,Bonaparte,1825
5875,Acadian Flycatcher,Empidonax virescens,passeriformes,tyrannidae,empidonax,"(Vieillot, 1818)",2.92 years,"1,200 metres",Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Acadian Flycatcher,https://www.iucnredlist.org/species/22699842/138028636,Vieillot,1818
5876,Yellow-bellied Flycatcher,Empidonax flaviventris,passeriformes,tyrannidae,empidonax,"(Baird & Girard, 1843)",2.9 years,,Increasing,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,Yellow-bellied Flycatcher,https://www.iucnredlist.org/species/22699839/138029777,Baird & Girard,1843
5877,Yellowish Flycatcher,Empidonax flavescens,passeriformes,tyrannidae,empidonax,"Lawrence, 1865",2.58 years,"3,000 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Yellowish Flycatcher,https://www.iucnredlist.org/species/22699877/137985750,Lawrence,1865
5878,Pacific-slope Flycatcher,Empidonax difficilis,passeriformes,tyrannidae,empidonax,"Baird, 1858",2.1 years,"3,500 metres",Stable,"Forest, Wetlands (inland)",Least Concern,Pacific-slope Flycatcher,https://www.iucnredlist.org/species/22699871/187283001,Baird,1858
5879,Cordilleran Flycatcher,Empidonax occidentalis,passeriformes,tyrannidae,empidonax,"Nelson, 1897",2.44 years,"3,500 metres",Stable,Forest,Least Concern,Cordilleran Flycatcher,https://www.iucnredlist.org/species/22699874/187284003,Nelson,1897
5880,White-throated Flycatcher,Empidonax albigularis,passeriformes,tyrannidae,empidonax,"Sclater & Salvin, 1859",2.19 years,"3,000 metres",Decreasing,"Shrubland, Grassland, Wetlands (inland)",Least Concern,White-throated Flycatcher,https://www.iucnredlist.org/species/22699851/138004457,Sclater & Salvin,1859
5881,Willow Flycatcher,Empidonax traillii,passeriformes,tyrannidae,empidonax,"(Audubon, 1828)",2.73 years,"2,500 metres",Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Willow Flycatcher,https://www.iucnredlist.org/species/22699848/138005562,Audubon,1828
5882,Alder Flycatcher,Empidonax alnorum,passeriformes,tyrannidae,empidonax,"Brewster, 1895",2.06 years,"1,300 metres",Decreasing,"Forest, Shrubland, Wetlands (inland)",Least Concern,Alder Flycatcher,https://www.iucnredlist.org/species/22699845/138007144,Brewster,1895
5883,Buff-breasted Flycatcher,Empidonax fulvifrons,passeriformes,tyrannidae,empidonax,"(Giraud, 1841)",2.01 years,"3,500 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Buff-breasted Flycatcher,https://www.iucnredlist.org/species/22699880/137983740,Giraud,1841
5884,Black-capped Flycatcher,Empidonax atriceps,passeriformes,tyrannidae,empidonax,"Salvin, 1870",3.7 years,"3,300 metres",Decreasing,"Forest, Grassland, Artificial/Terrestrial",Least Concern,Black-capped Flycatcher,https://www.iucnredlist.org/species/22699883/93753778,Salvin,1870
5885,American Grey Flycatcher,Empidonax wrightii,passeriformes,tyrannidae,empidonax,"Baird, 1858",2.4 years,"2,500 metres",Increasing,"Forest, Shrubland",Least Concern,"American Grey Flycatcher, Gray Flycatcher, Grey Flycatcher",https://www.iucnredlist.org/species/22699860/137997593,Baird,1858
5886,Least Flycatcher,Empidonax minimus,passeriformes,tyrannidae,empidonax,"(Baird & Baird, 1843)",1.99 years,"1,500 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Least Flycatcher,https://www.iucnredlist.org/species/22699854/138003012,Baird & Baird,1843
5887,Hammond's Flycatcher,Empidonax hammondii,passeriformes,tyrannidae,empidonax,"(Xántus de Vesey, 1858)",2.05 years,"3,000 metres",Increasing,"Forest, Shrubland",Least Concern,Hammond's Flycatcher,https://www.iucnredlist.org/species/22699857/138000204,Xántus de Vesey,1858
5888,American Dusky Flycatcher,Empidonax oberholseri,passeriformes,tyrannidae,empidonax,"Phillips, 1939",2.1 years,"3,000 metres",Stable,"Forest, Shrubland",Least Concern,"American Dusky Flycatcher, Dusky Flycatcher",https://www.iucnredlist.org/species/22699864/137996609,Phillips,1939
5889,Pine Flycatcher,Empidonax affinis,passeriformes,tyrannidae,empidonax,"(Swainson, 1827)",3.7 years,"3,500 metres",Stable,Forest,Least Concern,Pine Flycatcher,https://www.iucnredlist.org/species/22699868/93752814,Swainson,1827
5890,Olive-sided Flycatcher,Contopus cooperi,passeriformes,tyrannidae,contopus,"(Swainson, 1832)",3.5 years,"3,400 metres",Decreasing,"Forest, Wetlands (inland), Artificial/Terrestrial",Near Threatened,Olive-sided Flycatcher,https://www.iucnredlist.org/species/22699787/110734937,Swainson,1832
5891,Greater Pewee,Contopus pertinax,passeriformes,tyrannidae,contopus,"Cabanis & Heine, 1859",3.5 years,"3,500 metres",Decreasing,Forest,Least Concern,Greater Pewee,https://www.iucnredlist.org/species/22699798/93748222,Cabanis & Heine,1859
5892,Dark Pewee,Contopus lugubris,passeriformes,tyrannidae,contopus,"Lawrence, 1865",3.5 years,"2,700 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Dark Pewee,https://www.iucnredlist.org/species/22699801/130205728,Lawrence,1865
5893,Smoke-colored Pewee,Contopus fumigatus,passeriformes,tyrannidae,contopus,"(D'Orbigny & Lafresnaye, 1837)",3.5 years,"2,800 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,"Smoke-colored Pewee, Smoke-coloured Pewee",https://www.iucnredlist.org/species/22699804/93748584,D'Orbigny & Lafresnaye,1837
5894,Ochraceous Pewee,Contopus ochraceus,passeriformes,tyrannidae,contopus,"Sclater & Salvin, 1869",3.5 years,"3,000 metres",Decreasing,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,Ochraceous Pewee,https://www.iucnredlist.org/species/22699808/93748792,Sclater & Salvin,1869
5895,Western Wood-pewee,Contopus sordidulus,passeriformes,tyrannidae,contopus,"Sclater, 1859",2.41 years,"3,000 metres",Decreasing,Forest,Least Concern,"Western Wood-pewee, Western Wood Pewee, Western Wood-Pewee",https://www.iucnredlist.org/species/22699811/138037174,Sclater,1859
5896,Eastern Wood-pewee,Contopus virens,passeriformes,tyrannidae,contopus,"(Linnaeus, 1766)",2.46 years,"1,500 metres",Decreasing,"Forest, Shrubland",Least Concern,"Eastern Wood-pewee, Eastern Wood Pewee, Eastern Wood-Pewee",https://www.iucnredlist.org/species/22699816/138032856,Linnaeus,1766
5897,Northern Tropical Pewee,Contopus bogotensis,passeriformes,tyrannidae,contopus,"(Bonaparte, 1850)",3.5 years,,Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Northern Tropical Pewee,https://www.iucnredlist.org/species/103683917/104083732,Bonaparte,1850
5898,Western Tropical Pewee,Contopus punensis,passeriformes,tyrannidae,contopus,"Lawrence, 1869",2.4 years,,Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Western Tropical Pewee,https://www.iucnredlist.org/species/103683897/168382735,Lawrence,1869
5899,Southern Tropical Pewee,Contopus cinereus,passeriformes,tyrannidae,contopus,"(von Spix, 1825)",3.5 years,,Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Southern Tropical Pewee,https://www.iucnredlist.org/species/103683886/93749578,von Spix,1825
5900,Cuban Pewee,Contopus caribaeus,passeriformes,tyrannidae,contopus,"(d'Orbigny, 1839)",3.5 years,"1,800 metres",Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Cuban Pewee, Greater Antillean Pewee",https://www.iucnredlist.org/species/22699830/93750251,d'Orbigny,1839
5901,Jamaican Pewee,Contopus pallidus,passeriformes,tyrannidae,contopus,"(Gosse, 1847)",3.5 years,"2,000 metres",Decreasing,Forest,Least Concern,Jamaican Pewee,https://www.iucnredlist.org/species/22724415/94865971,Gosse,1847
5902,Hispaniolan Pewee,Contopus hispaniolensis,passeriformes,tyrannidae,contopus,"(Bryant, 1867)",3.5 years,"1,800 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Hispaniolan Pewee,https://www.iucnredlist.org/species/22724420/94866127,Bryant,1867
5903,Lesser Antillean Pewee,Contopus latirostris,passeriformes,tyrannidae,contopus,"(Verreaux, 1866)",3.5 years,900 metres,Decreasing,"Forest, Shrubland",Least Concern,Lesser Antillean Pewee,https://www.iucnredlist.org/species/22699836/110735697,Verreaux,1866
5904,White-throated Pewee,Contopus albogularis,passeriformes,tyrannidae,contopus,"(Berlioz, 1962)",3.5 years,700 metres,Stable,Forest,Least Concern,White-throated Pewee,https://www.iucnredlist.org/species/22699827/93750078,Berlioz,1962
5905,Blackish Pewee,Contopus nigrescens,passeriformes,tyrannidae,contopus,"(Sclater & Salvin, 1880)",3.5 years,"3,000 metres",Decreasing,"Forest, Wetlands (inland)",Least Concern,Blackish Pewee,https://www.iucnredlist.org/species/22699824/118651881,Sclater & Salvin,1880
5906,Belted Flycatcher,Xenotriccus callizonus,passeriformes,tyrannidae,xenotriccus,"Dwight & Griscom, 1927",3.6 years,"2,000 metres",Decreasing,Forest,Least Concern,Belted Flycatcher,https://www.iucnredlist.org/species/22699773/153819157,Dwight & Griscom,1927
5907,Pileated Flycatcher,Xenotriccus mexicanus,passeriformes,tyrannidae,xenotriccus,"(Zimmer, 1938)",2.76 years,"2,000 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Pileated Flycatcher,https://www.iucnredlist.org/species/22699776/138049605,Zimmer,1938
5908,Albert's Lyrebird,Menura alberti,passeriformes,menuridae,menura,"Bonaparte, 1850",14.8 years,,Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,Albert's Lyrebird,https://www.iucnredlist.org/species/22703602/93929234,Bonaparte,1850
5909,Superb Lyrebird,Menura novaehollandiae,passeriformes,menuridae,menura,"Latham, 1801",11.1 years,,Decreasing,Forest,Least Concern,Superb Lyrebird,https://www.iucnredlist.org/species/22703605/132071218,Latham,1801
5910,Rufous Scrub-bird,Atrichornis rufescens,passeriformes,atrichornithidae,atrichornis,"(Ramsay, 1867)",5 years,"1,300 metres",Decreasing,Forest,Endangered,"Rufous Scrub-bird, Rufous Scrubbird",https://www.iucnredlist.org/species/22703608/93929693,Ramsay,1867
5911,Noisy Scrub-bird,Atrichornis clamosus,passeriformes,atrichornithidae,atrichornis,"(Gould, 1844)",5 years,500 metres,Decreasing,"Forest, Shrubland, Wetlands (inland), Rocky areas (eg. inland cliffs, mountain peaks)",Endangered,"Noisy Scrub-bird, Noisy Scrubbird, Western Scrubird",https://www.iucnredlist.org/species/22703612/93929997,Gould,1844
5912,White-eared Catbird,Ailuroedus buccoides,passeriformes,ptilonorhynchidae,ailuroedus,"(Temminck, 1835)",8 years,,Decreasing,Forest,Least Concern,White-eared Catbird,https://www.iucnredlist.org/species/22703618/130218705,Temminck,1835
5913,Black-eared Catbird,Ailuroedus melanotis,passeriformes,ptilonorhynchidae,ailuroedus,"(Gray, 1858)",8 years,,Decreasing,"Forest, Shrubland",Least Concern,"Black-eared Catbird, Spotted Catbird",https://www.iucnredlist.org/species/22703621/130218986,Gray,1858
5914,Green Catbird,Ailuroedus crassirostris,passeriformes,ptilonorhynchidae,ailuroedus,"(Paykull, 1815)",8 years,,Decreasing,"Forest, Savanna, Artificial/Terrestrial",Least Concern,Green Catbird,https://www.iucnredlist.org/species/22703624/93930659,Paykull,1815
5915,Tooth-billed Bowerbird,Scenopoeetes dentirostris,passeriformes,ptilonorhynchidae,scenopoeetes,"(Ramsay, 1876)",9 years,900 metres,Stable,"Forest, Artificial/Terrestrial",Least Concern,"Tooth-billed Bowerbird, Tooth-billed Catbird",https://www.iucnredlist.org/species/22703627/93930848,Ramsay,1876
5916,Archbold's Bowerbird,Archboldia papuensis,passeriformes,ptilonorhynchidae,archboldia,"Rand, 1940",9.2 years,"3,660 metres",Decreasing,Forest,Near Threatened,Archbold's Bowerbird,https://www.iucnredlist.org/species/22731912/95038729,Rand,1940
5917,MacGregor's Bowerbird,Amblyornis macgregoriae,passeriformes,ptilonorhynchidae,amblyornis,"De Vis, 1890",9.2 years,,Decreasing,Forest,Least Concern,MacGregor's Bowerbird,https://www.iucnredlist.org/species/22703651/93931188,De Vis,1890
5918,Streaked Bowerbird,Amblyornis subalaris,passeriformes,ptilonorhynchidae,amblyornis,"Sharpe, 1884",9.2 years,,Decreasing,Forest,Least Concern,Streaked Bowerbird,https://www.iucnredlist.org/species/22703654/130219582,Sharpe,1884
5919,Vogelkop Bowerbird,Amblyornis inornata,passeriformes,ptilonorhynchidae,amblyornis,"(Schlegel, 1871)",9.2 years,"2,075 metres",Decreasing,Forest,Least Concern,Vogelkop Bowerbird,https://www.iucnredlist.org/species/22703644/130219341,Schlegel,1871
5920,Golden-fronted Bowerbird,Amblyornis flavifrons,passeriformes,ptilonorhynchidae,amblyornis,"Rothschild, 1895",9.2 years,"2,000 metres",Stable,Forest,Least Concern,"Golden-fronted Bowerbird, Yellow-fronted Bowerbird",https://www.iucnredlist.org/species/22703657/93931517,Rothschild,1895
5921,Golden Bowerbird,Prionodura newtoniana,passeriformes,ptilonorhynchidae,prionodura,"De Vis, 1883",12.7 years,,Stable,Forest,Least Concern,Golden Bowerbird,https://www.iucnredlist.org/species/22703661/93931685,De Vis,1883
5922,Regent Bowerbird,Sericulus chrysocephalus,passeriformes,ptilonorhynchidae,sericulus,"(Lewin, 1808)",10.6 years,,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Regent Bowerbird,https://www.iucnredlist.org/species/22703676/93932309,Lewin,1808
5923,Flame Bowerbird,Sericulus ardens,passeriformes,ptilonorhynchidae,sericulus,"(D'Albertis & Salvadori, 1879)",10.6 years,,Decreasing,"Forest, Savanna",Least Concern,Flame Bowerbird,https://www.iucnredlist.org/species/22736077/104084394,D'Albertis & Salvadori,1879
