,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,clutch/brood/litter size,eats,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,trophic guild,visual system,biogeographic realm,body mass,ecoregion,hearing range,type specimen repository,has ectoparasite,ecomorphological guild,conservation status,foraging habitat,life span,prenatal development duration,weight,parasitized by,preys on,mutualistic with,is vector for,genome size,body shape,diet includes,mating system,native range includes,parental care,litters per year,social system,body length,mineralized tissue contains,reproduction,Total length,water depth,visits flowers of,egg mass,body temperature,behavioral circadian rhythm,growth rate,bill length,tarsus length,temperature at range midpoint latitude,host of,basal metabolic rate,has host,parasite of,tarsometatarsus + middle toe length,trophic level
0,Buffy hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45512308,Leucippus fallax (Buffy Hummingbird) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Colombia,"desert,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,6 g,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buffy laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/52571235,Pterorhinus berthemyi (Buffy Laughingthrush) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,,,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buffy pipit,Animalia,Chordata,Aves,https://eol.org/pages/45515079,Anthus vaalensis (Buffy Pipit) is a species of birds in the family Motacillidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Mozambique,"arid,terrestrial",10 dB,flight,apatite,Increasing,,corneal eyes,Afrotropics,31 g,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buffy tuftedcheek,Animalia,Chordata,Aves,https://eol.org/pages/45511672,Pseudocolaptes lawrencii (Buffy Tuftedcheek) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Colombia,tropical,10 dB,bipedal movement,apatite,,,corneal eyes,The Neotropics,51 g,Talamancan Montane Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bugun liocichla,Animalia,Chordata,Aves,https://eol.org/pages/45517258,Liocichla bugunorum (Bugun Liocichla) is a species of birds in the family Leiothrichidae. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,India,"forest,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bukidnon woodcock,Animalia,Chordata,Aves,https://eol.org/pages/45516160,Scolopax bukidnonensis (Bukidnon Woodcock) is a species of birds in the family Scolopacidae. They rely on flight to move around.,tympanic middle ear,,,The Philippines,"montane forest,terrestrial",20 dB,flight,apatite,Unknown,,corneal eyes,,310 g,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bullers albatross,Animalia,Chordata,Aves,https://eol.org/pages/45512097,Thalassarche bulleri (Buller's Albatross) is a species of birds in the family albatrosses. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,Loligo (Loligo squid),South Pacific,marine,20 dB,flight,apatite,Stable,,corneal eyes,,,,5000 Hz,,,nectonic,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bullers shearwater,Animalia,Chordata,Aves,https://eol.org/pages/1047363,Ardenna bulleri (Buller's Shearwater) is a species of birds in the family Procellariidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,United States,"temperate,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,5000 Hz,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bullocks oriole,Animalia,Chordata,Aves,https://eol.org/pages/45511143,Icterus bullockii (Bullock's Oriole) is a species of birds in the family New World blackbirds. They are native to The Nearctic. They visit flowers of American coral tree. They are diurnal carnivores. They have parental care (paternal care and female provides care). They rely on flight to move around.,,,,United States,,,flight,,,insectivore,,The Neotropics,,,,"University Museum of Zoology, Cambridge",,,,,,11 days,,,,,,,bilaterally symmetric,insects,monogamous,The Nearctic,provisioning,,group living,,,,,,,,,,,,,,,,,,,
0,Bulwers petrel,Animalia,Chordata,Aves,https://eol.org/pages/45511317,Bulweria bulwerii (Bulwer's Petrel) is a species of birds in the family Procellariidae. They are found in the palearctic. They are nocturnal. Individuals can grow to 73 cm. They have parental care (pair provides care). They rely on flight to move around.,,,,New Zealand,,,flight,,Stable,vertivore,,the palearctic,,,,,,nectonic,,marine pelagic,22.9 years,44 days,,,,,,,,,,,,1 /year,,68 cm,,,,,,,,,,,,,,0.513975 watts,,,,
0,Bulwers pheasant,Animalia,Chordata,Aves,https://eol.org/pages/45516026,Lophura bulweri (Bulwer's Pheasant) is a species of birds in the family Phasianidae. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Malaysia,"lower montane,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,the indo-malayan realm,1004 g,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bumblebee hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45509654,Atthis heloisa (Bumblebee Hummingbird) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics and The Nearctic. They visit flowers of Lamourouxia viscosa and Kosteletzkya thurberi. They rely on flight to move around.,tympanic middle ear,,Cirsium (thistle),United States,"montane forest,terrestrial",,bipedal movement,,Stable,,corneal eyes,The Neotropics,2.7 g,,,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,,,,,,,,,,,,,,,,,,,,,,,Lamourouxia viscosa Kunth,,,,,,,,,,,,,
0,Bundok flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/47043125,Ficedula luzoniensis (Bundok Flycatcher) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,subtropical,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burchells coucal,Animalia,Chordata,Aves,https://eol.org/pages/1250676,Centropus burchellii (Burchell's Coucal) is a species of birds in the family Cuculidae. They rely on flight to move around.,tympanic middle ear,,,South Africa,marsh,20 dB,bipedal movement,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burchells courser,Animalia,Chordata,Aves,https://eol.org/pages/45513960,Cursorius rufus (Burchell's Courser) is a species of birds in the family pratincoles. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,South Atlantic,"arid,freshwater habitat",20 dB,flight,apatite,Decreasing,,corneal eyes,Afrotropics,75 g,Namib Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burchells sandgrouse,Animalia,Chordata,Aves,https://eol.org/pages/45513981,Pterocles burchelli (Burchell's Sandgrouse) is a species of birds in the family sand-grouse. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Angola,"arid,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,Afrotropics,200 g,Zambezian Flooded Grasslands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burchells starling,Animalia,Chordata,Aves,https://eol.org/pages/45515513,Lamprotornis australis (Burchell's Glossy Starling) is a species of birds in the family starlings. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Swaziland,terrestrial,10 dB,bipedal movement,apatite,Unknown,,corneal eyes,Afrotropics,138 g,Angolan Mopane Woodlands,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burmese bush lark,Animalia,Chordata,Aves,https://eol.org/pages/45516991,Mirafra microptera (Burmese Bush Lark) is a species of birds in the family larks. They rely on flight to move around.,otoliths,,,Burma,terrestrial,10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,1000 Hz,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burmese bushtit,Animalia,Chordata,Aves,https://eol.org/pages/21627362,Aegithalos sharpei (Burmese Bushtit) is a species of birds in the family bushtits. They rely on flight to move around.,otoliths,,,,temperate,10 dB,bipedal movement,apatite,,,corneal eyes,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burmese nuthatch,Animalia,Chordata,Aves,https://eol.org/pages/28355450,Sitta neglecta (Burmese Nuthatch) is a species of birds in the family Sittidae. They rely on flight to move around.,tympanic middle ear,,,Cambodia,subtropical,10 dB,bipedal movement,apatite,,,corneal eyes,,,,5000 Hz,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burmese shrike,Animalia,Chordata,Aves,https://eol.org/pages/1050921,Lanius collurioides (Burmese Shrike) is a species of birds in the family true shrikes. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Vietnam,"subtropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,the palearctic,26 g,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burmese yuhina,Animalia,Chordata,Aves,https://eol.org/pages/45517287,Yuhina humilis (Burmese Yuhina) is a species of birds in the family white-eyes. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Burma,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,the indo-malayan realm,,Kayah-Karen Montane Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burrowing owl,Animalia,Chordata,Aves,https://eol.org/pages/45510745,"Athene cunicularia (Burrowing Owl) is a species of birds in the family typical owls. They are listed as endangered by COSEWIC and in cites appendix ii. They are native to United States, The Neotropics, and The Nearctic. They are crepuscular carnivores. They have parental care (paternal care and female provides care). They rely on flight, gliding, and saltation to move around.",,,,United States,,,flight,,Decreasing,insectivore,,The Neotropics,,,,,,fossorial,,,,28 days,,,,,,,bilaterally symmetric,birds,monogamous,United States,,1.5 /year,,,,,,,,,,,,,,,,,,,,
0,Burrowing parrot,Animalia,Chordata,Aves,https://eol.org/pages/45510853,Cyanoliseus patagonus (Burrowing Parrot) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,United States,"valley,terrestrial",,flight,,Decreasing,,corneal eyes,The Neotropics,340 g,,,,,,,,19.5 years,,278 g,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,
0,Buru boobook,Animalia,Chordata,Aves,https://eol.org/pages/52469671,Ninox hantu (Buru Boobook) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,,"subtropical,terrestrial",-15 dB,flight,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/45516737,Coracina fortis (Buru Cuckooshrike) is a species of birds in the family cuckoo-shrikes. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Indonesia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,australasia,,Buru Rain Forests,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru dwarf kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/42999948,Ceyx cajeli (Buru Dwarf Kingfisher) is a species of birds in the family Alcedinidae. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,,,,"tropical,freshwater habitat",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,1000 Hz,NHMUK,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru golden bulbul,Animalia,Chordata,Aves,https://eol.org/pages/28355356,Thapsinillas mysticalis (Buru Golden Bulbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,,,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516254,Treron aromaticus (Buru Green Pigeon) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,,,Indonesia,terrestrial,20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,1000 Hz,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/916091,Lichmera deningeri (Buru Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Indonesia,"subtropical,terrestrial",10 dB,flight,apatite,Unknown,,corneal eyes,australasia,16 g,Buru Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru mountain pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516333,Gymnophaps mada (Buru Mountain Pigeon) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Indonesia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,australasia,338 g,Buru Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru rackettail,Animalia,Chordata,Aves,https://eol.org/pages/1177860,Prioniturus mada (Buru Racket Tail) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Indonesia,"mountain,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,australasia,,Buru Rain Forests,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru thrush,Animalia,Chordata,Aves,https://eol.org/pages/1052843,Geokichla dumasi (Buru Thrush) is a species of birds in the family thrushes. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,Indonesia,terrestrial,10 dB,flight,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517353,Zosterops buruensis (Buru White Eye) is a species of birds in the family white-eyes. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Indonesia,"subtropical,terrestrial",10 dB,flight,apatite,Unknown,,corneal eyes,australasia,13 g,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bush blackcap,Animalia,Chordata,Aves,https://eol.org/pages/45515461,Lioptilus nigricapillus (Blackcap Mountain Babbler) is a species of birds in the family Sylviidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,Protorhus longifolia (Bernh.) Engl. (Red Beech),Indian Ocean,tropical,10 dB,flight,apatite,,,corneal eyes,Afrotropics,31 g,"Drakensberg Montane Grasslands, Woodlands And Forests",5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bush stonecurlew,Animalia,Chordata,Aves,https://eol.org/pages/45517786,Burhinus grallarius (Bush Stone Curlew) is a species of birds in the family stone-curlews. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Indian Ocean,"coastal,terrestrial",20 dB,flight,apatite,Decreasing,,corneal eyes,australasia,860 g,,,,,,,,,,,,Ranoidea brevipes (Peters 1871) (Short-footed Frog),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bushveld pipit,Animalia,Chordata,Aves,https://eol.org/pages/45515085,Anthus caffer (Bush Pipit) is a species of birds in the family Motacillidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Mozambique,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,Afrotropics,17.5 g,"Drakensberg Montane Grasslands, Woodlands And Forests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bushwren,Animalia,Chordata,Aves,https://eol.org/pages/915640,Xenicus longipes (Bushwren) is a species of birds in the family New Zealand wrens. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,South Pacific,terrestrial,10 dB,flight,apatite,,,corneal eyes,,15 g,,5000 Hz,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Butterfly coquette,Animalia,Chordata,Aves,https://eol.org/pages/58799970,Lophornis verreauxii (Butterfly Coquette) is a species of  in the family hummingbirds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buzzing flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/1051707,Dicaeum hypoleucum (Buzzing Flowerpecker) is a species of birds in the family Dicaeidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,The Philippines,"montane forest,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,the indo-malayan realm,9.6 g,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
