,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth,Total length,parasite of,trophic level,visits,is killed by,invasive in,Leaf Complexity,leaf morphology,life cycle habit,photosynthetic pathway,plant growth form,plant lifeform,produces,seed dry mass,after harvest regrowth rate,anaerobic soil tolerance,bloom period,calcareous soil tolerance,fire resistance,fire tolerance,fruit or seed color,planting density,precipitation tolerance,seeds per pound,spore arrangement,leaf sheddability,fruit type,leaf lamina area,leaf mass per area,leaf nitrogen per dry mass,vegetative plant height,leaf arrangement,developmental mode,wing morphology,supporting structures and enclosures,diet breadth,geographic range (size of area),habitat breadth,social group size,territorial
0,African darter,Animalia,Chordata,Aves,https://eol.org/pages/45513859,Anhinga rufa (African Darter) is a species of birds in the family Anhingidae. They are found in the palearctic and Afrotropics. They rely on flight to move around.,tympanic middle ear,,nectonic,,20 dB,flight,apatite,corneal eyes,United States,"lake,marine",Decreasing,the palearctic,,,,,,,Parauchenoglanis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African desert warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515473,Sylvia deserti (African Desert Warbler) is a species of birds in the family Sylviidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,North Atlantic,desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African dusky flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514726,Muscicapa adusta (African Dusky Flycatcher) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,South Atlantic,"river,terrestrial",Decreasing,Afrotropics,11.1 g,,,,,,Antiaris toxicaria (Pers.) Leschen. (False Mvule),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African dwarf kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/1064933,Ispidina lecontei (African Dwarf Kingfisher) is a species of birds in the family Alcedinidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Nigeria,"coastal,terrestrial",Stable,Afrotropics,10.5 g,,,,,,,Nigerian Lowland Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African emerald cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/1047903,Chrysococcyx cupreus (African Emerald Cuckoo) is a species of birds in the family Cuculidae. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Mozambique,"coastal,terrestrial",Stable,Afrotropics,46 g,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African finfoot,Animalia,Chordata,Aves,https://eol.org/pages/45515092,Podica senegalensis (African Finfoot) is a species of birds in the family sungrebes. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,nectonic,,20 dB,flight,apatite,corneal eyes,Tanzania,"river,freshwater habitat",Decreasing,Afrotropics,879 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African firefinch,Animalia,Chordata,Aves,https://eol.org/pages/45515664,Lagonosticta rubricata (African Firefinch) is a species of birds in the family Estrildid finches. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Mozambique,river,,Afrotropics,11.7 g,,,,,,,Western Guinean Lowland Forests,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African fish eagle,Animalia,Chordata,Aves,https://eol.org/pages/914530,"Haliaeetus vocifer (African Fish Eagle) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are associated with freshwater habitat. They are native to Ethiopia. They are diurnal carnivores. They have parental care (paternal care, female provides care, and pair provides care). They rely on flight to move around.",,,,,,flight,,,United States,desert,Stable,Afrotropics,,freshwater,,vertivore,,,,,,bilaterally symmetric,reptiles,monogamous,Ethiopia,provisioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African golden oriole,Animalia,Chordata,Aves,https://eol.org/pages/45514271,Oriolus auratus (African Golden Oriole) is a species of birds in the family orioles. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Mozambique,"desert,terrestrial",Decreasing,Afrotropics,72 g,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African goshawk,Animalia,Chordata,Aves,https://eol.org/pages/914060,Accipiter tachiro (African Goshawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,flight,apatite,corneal eyes,Mozambique,freshwater habitat,Decreasing,Afrotropics,381 g,,,,,,,,,,,,,,,Streptopelia semitorquata (Rüppell 1837) (Red-eyed Dove),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African grass owl,Animalia,Chordata,Aves,https://eol.org/pages/45514014,"Tyto capensis (African Grass Owl) is a species of birds in the family Tytonidae. They are listed in cites appendix ii. They are native to Ethiopia. They are solitary, nocturnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",,,,,,flight,,,Kenya,coastal,Decreasing,the palearctic,,,,vertivore,,,,,,bilaterally symmetric,mammals,monogamous,Ethiopia,protection,solitary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1064959,Treron calvus (African Green Pigeon) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Mozambique,"savanna,freshwater habitat",Decreasing,,,,,,,,Ficus bussei Warb. ex Mildbr. & Burret,,NHMUK,,,,,,,,,,,,,,,,,,,,,Antiaris toxicaria (Pers.) Leschen. (False Mvule),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African grey flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514714,Melaenornis microrhynchus (African Grey Flycatcher) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African grey hornbill,Animalia,Chordata,Aves,https://eol.org/pages/45514113,Lophoceros nasutus (African Grey Hornbill) is a species of birds in the family hornbills. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,Mozambique,"tropical,terrestrial",Stable,,,,,,,,Chamaeleonidae (chameleons),,,,,,,,,Chamaeleo dilepis Leach 1819 (Common African Flap-necked Chameleon),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African grey woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177605,Dendropicos goertae (African Grey Woodpecker) is a species of birds in the family woodpeckers. They are found in the palearctic and Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,North Atlantic,"tropical,terrestrial",Stable,the palearctic,52 g,,,,,,Ficus maxima Mill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African harrierhawk,Animalia,Chordata,Aves,https://eol.org/pages/1047583,Polyboroides typus (African Harrier Hawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in Afrotropics. They are diurnal omnivores. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,,flight,,corneal eyes,Guinea-Bissau,"tropical,freshwater habitat",Stable,Afrotropics,634 g,terrestrial,,,,,Elaeis guineensis Jacq. (African oil palm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African hawkeagle,Animalia,Chordata,Aves,https://eol.org/pages/1048925,Aquila spilogaster (African Hawk Eagle) is a species of birds in the family Accipitridae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Mozambique,"desert,terrestrial",Decreasing,,,,,,,,,,,,,,,,,Eidolon helvum (Kerr 1792) (African Straw-colored Fruit Bat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African hobby,Animalia,Chordata,Aves,https://eol.org/pages/45514166,Falco cuvierii (African Hobby) is a species of birds in the family falcons. They are listed in cites appendix ii. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,5000 Hz,20 dB,flight,apatite,corneal eyes,Cameroon,"coastal,terrestrial",Decreasing,,178 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African hoopoe,Animalia,Chordata,Aves,https://eol.org/pages/45518787,Upupa africana (African Hoopoe) is a species of birds in the family hoopoes. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African jacana,Animalia,Chordata,Aves,https://eol.org/pages/45513955,Actophilornis africanus (African Jacana) is a species of birds in the family jacanas. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Mozambique,"lake,terrestrial",Stable,Afrotropics,274 g,,,,,,,East Saharan Montane Xeric Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African marsh harrier,Animalia,Chordata,Aves,https://eol.org/pages/1047919,Circus ranivorus (African Marsh Harrier) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,flight,apatite,corneal eyes,Mozambique,"marsh,freshwater habitat",Decreasing,Afrotropics,606 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African olive pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45515844,Columba arquatrix (African Olive Pigeon) is a species of birds in the family Columbidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Mozambique,"mountain,terrestrial",Decreasing,Afrotropics,489 g,,,,,,,Ethiopian Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African openbill,Animalia,Chordata,Aves,https://eol.org/pages/45518776,Anastomus lamelligerus (African Openbill) is a species of birds in the family Ciconiidae. They are associated with freshwater habitat. They are found in Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,,,flight,,corneal eyes,Mozambique,freshwater,Stable,Afrotropics,1081 g,freshwater,,invertivore,1081 g,,Achatinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African oystercatcher,Animalia,Chordata,Aves,https://eol.org/pages/45515100,Haematopus moquini (African Oystercatcher) is a species of birds in the family oystercatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,nectonic,,20 dB,flight,apatite,corneal eyes,Africa,marine,Increasing,Afrotropics,850 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African palm swift,Animalia,Chordata,Aves,https://eol.org/pages/45516407,Cypsiurus parvus (African Palm Swift) is a species of birds in the family swifts. They are found in the palearctic and Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Mozambique,"tropical,terrestrial",Increasing,the palearctic,18 g,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African paradise flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514288,Terpsiphone viridis (African Paradise Flycatcher) is a species of birds in the family monarch flycatchers. They are found in the palearctic and Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,,flight,apatite,corneal eyes,South Atlantic,"desert,terrestrial",Stable,the palearctic,20 g,,,,,,Antiaris toxicaria (Pers.) Leschen. (False Mvule),,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African penguin,Animalia,Chordata,Aves,https://eol.org/pages/45512089,"Spheniscus demersus (African Penguin) is a species of birds in the family penguins. They are listed as endangered by IUCN and in cites appendix ii. They are native to Ethiopia. They are diurnal carnivores. They have parental care (paternal care, pair provides care, and female provides care). They rely on swimming, flight, and lift powered swimming to move around.",,,nectonic,,,,,,South Africa,,Decreasing,,,marine pelagic,,vertivore,,,,,,bilaterally symmetric,fish,monogamous,Ethiopia,,group living,,,,55.5 mm,,,27.25 degrees celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African piculet,Animalia,Chordata,Aves,https://eol.org/pages/1177578,Sasia africana (African Piculet) is a species of birds in the family woodpeckers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,Gulf Of Guinea,coastal,,Afrotropics,10.5 g,,,,,,,Northeastern Congolian Lowland Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African pied hornbill,Animalia,Chordata,Aves,https://eol.org/pages/45514111,Lophoceros fasciatus (African Pied Hornbill) is a species of birds in the family hornbills. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,North Atlantic,freshwater habitat,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African pied wagtail,Animalia,Chordata,Aves,https://eol.org/pages/45515064,Motacilla aguimp (African Pied Wagtail) is a species of birds in the family Motacillidae. They are associated with freshwater habitat. They are found in Afrotropics and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,,,flight,apatite,corneal eyes,Mozambique,"freshwater,terrestrial",Stable,Afrotropics,27 g,terrestrial,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African pipit,Animalia,Chordata,Aves,https://eol.org/pages/45515076,Anthus cinnamomeus (African Pipit) is a species of birds in the family Motacillidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Mozambique,mountain,,Afrotropics,31 g,,,,,,,Southwestern Arabian Foothills Savanna,,,,,,,,,,,,1.285 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African pitta,Animalia,Chordata,Aves,https://eol.org/pages/45514205,Pitta angolensis (African Pitta) is a species of birds in the family pittas. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Mozambique,"tropical,freshwater habitat",Decreasing,Afrotropics,115 g,,,,,,,Victoria Basin Forest-Savanna Mosaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African pygmy goose,Animalia,Chordata,Aves,https://eol.org/pages/1048533,Nettapus auritus (African Pygmy Goose) is a species of birds in the family Anatidae. They are found in Afrotropics. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,United States,terrestrial,Decreasing,Afrotropics,325 g,,,,,,Sacciolepis africana C. E. Hubb. & Snowden,Zambezian Flooded Grasslands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African pygmy kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/1064932,Ispidina picta (African Pygmy Kingfisher) is a species of birds in the family Alcedinidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,North Atlantic,"savanna,terrestrial",Stable,Afrotropics,18.5 g,,,,,,,South Malawi Montane Forest-Grassland Mosaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African rail,Animalia,Chordata,Aves,https://eol.org/pages/45513904,Rallus caerulescens (African Rail) is a species of birds in the family rails. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Mozambique,"marsh,freshwater habitat",Unknown,Afrotropics,170 g,,,,,,,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515424,Acrocephalus baeticatus (African Reed Warbler) is a species of birds in the family Acrocephalidae. They are found in Afrotropics and the palearctic. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Mozambique,marsh,,Afrotropics,15.5 g,,,,,,Salvadora persica L. (Gonimara),,NHMUK,,,,,,,,,,,1.333 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African river martin,Animalia,Chordata,Aves,https://eol.org/pages/45515365,Pseudochelidon eurystomina (African River Martin) is a species of birds in the family swallows. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,South Atlantic,"tropical,terrestrial",Decreasing,Afrotropics,,,,,,,,Western Congolian Swamp Forests,Uebersee-Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African rock pipit,Animalia,Chordata,Aves,https://eol.org/pages/45515083,Anthus crenatus (African Rock Pipit) is a species of birds in the family Motacillidae. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,bipedal movement,apatite,corneal eyes,Swaziland,terrestrial,Decreasing,Afrotropics,32.5 g,,,,,,,,,,,,,,,,,,,1.163 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African sacred ibis,Animalia,Chordata,Aves,https://eol.org/pages/45513835,"Threskiornis aethiopicus (Sacred Ibis) is a species of birds in the family Threskiornithidae. They are associated with freshwater habitat. They are native to Ethiopia and the Palearctic. They are diurnal carnivores. They have parental care (paternal care, pair provides care, and female provides care). They rely on flight to move around.",,,nectonic,,,flight,,,Kenya,,Stable,australasia,,terrestrial,,invertivore,,,,,,bilaterally symmetric,fish,monogamous,Ethiopia,,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1036379,Otus senegalensis (African Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,-15 dB,flight,apatite,corneal eyes,Mozambique,terrestrial,Stable,Afrotropics,100 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African shrikeflycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45515117,Megabyas flammulatus (African Shrike Flycatcher) is a species of birds in the family Vangidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Angola,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African silverbill,Animalia,Chordata,Aves,https://eol.org/pages/45511031,Euodice cantans (African Silverbill) is a species of birds in the family Estrildid finches. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,United States,"arid,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African skimmer,Animalia,Chordata,Aves,https://eol.org/pages/45516168,Rynchops flavirostris (African Skimmer) is a species of birds in the family Laridae. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,near threatened,nectonic,,,flight,apatite,corneal eyes,South Africa,"tropical,freshwater habitat",Decreasing,Afrotropics,204 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
